id,username,date,time,place,tweet,hashtags
1382038564423159808,wannabemed64,2021-04-14,01:30:45,,ช่วงสอบวิชาสามัญใครสอบแถวนั้นแล้วเลิกสอบไปกินข้าวต่อแถวนี้ อย่าลืมเช็คอาการตัวเองด้วยนะ เราเห็นไทม์ไลน์คนติดผ่านตามาหลายคนแล้วว่าช่วงเมษา มีคนมาแถวสามย่าน สยาม เยอะพอสมควร ตอนแรกแรกสอบเสร็จกะว่าจะไปต่อ แต่เหนื่อยเลยเรียก กลับเลย รอบคอบกันนะทุกคนน,['โควิด19']
1382037242323947520,tanida40421924,2021-04-14,01:25:30,,ใครๆเขาก็ไม่อยากออกบ้านกันหรอกค่ะนาทีนี้ แต่คนส่วนใหญ่เขาต้องหาเช้ากินค่ำไม่ได้มีเงินมากักตัวนอนอยุ่บ้านเฉยๆ เข้าใจมั้ยไอ่ร้าบาน ติดกันจะหมดประเทศละมั้ง กูเหนื่อยจะด่าละ เบื่อมากผู้นำโง่ๆ,['โควิด19']
1382037010299330562,whatupman26,2021-04-14,01:24:34,,ไทม์ไลน์แต่ล่ะคนนี้คือทุกที่ไปทุกที่จริงๆ จนไม่กล้าไปไหนแล้ว,"['หัวหิน', 'โควิด', 'โควิด19', 'โควิด19เราต้องรอด', 'covid19', 'โควิดหัวหิน']"
1382032878922465280,benchamfp,2021-04-14,01:08:09,,การทลายอาณาจักรคลับเล้านจ์เพราะ,"['โควิด19', 'ปฏิรูปวงการคนมีสี']"
1382031577304162304,thaipbs,2021-04-14,01:02:59,,เปิดเบื้องหลังสถานบันเทิงทองหล่อ หาคำตอบ ตรวจยาก จับไม่ง่าย และทำไมต้องมีคนดูแล,"['ที่นี่thaipbs', 'thaipbs', 'covid19', 'โควิด19', 'ทองหล่อ']"
1382030832286760961,thansettakij,2021-04-14,01:00:01,,อย่าไปเก้องานยกเลิกเลื่อนจัดแล้วหนีโควิดระลอกใหม่,"['โควิด19', 'covid19', 'ฐานเศรษฐกิจ']"
1382030223642820613,kapookdotcom,2021-04-14,00:57:36,,แชร์สนั่น เผยภาพทหารฉีดพ่นน้ำยาฆ่าเชื้อ,"['โควิด19', 'kapook', 'ข่าววันนี้']"
1382030000673615873,luzyjpavenzy,2021-04-14,00:56:43,,สรุปกักตัวไหมอ่ะ. เดินทางจากสุราษกลับกทมด้วยเครื่องบิน.#โควิด,['โควิด19']
1382029296156303366,lilinyalin,2021-04-14,00:53:55,,มารอลุ้นกัน ไอ้ประโยคที่ว่า หยุดแรดหยุดโรค นี่มันใช้ได้จิงๆนะ คนเมาอ่ะ มันจะรักษาระยะห่างยังไงวะ แค่กลับบ้านถูกก็บุญแล้วเหอะ หยุดตี้หยุดตื๊ดกันซักพักเถอพี่น้องงงงงงงง,['โควิด19']
1382026687106400259,shinnypimlapas,2021-04-14,00:43:33,,คือจำนวน วัคซีนโดสในวันเดียว ที่เดนมาร์กประเทศที่มีคน ล้าน ฉีดให้ประชาชน,"['โควิด19', 'โควิด', 'รัฐไทย']"
1382025791857315841,thansettakij,2021-04-14,00:40:00,,อัพเดทตำรวจติดโควิดยอดสะสมพุ่ง ราย กักตัว นาย,"['โควิด19', 'covid19', 'ฐานเศรษฐกิจ']"
1382025252071378945,3uojasheuenzupy,2021-04-14,00:37:51,,ขอความร่วมมือช่วงสงกรานต์ โดยเฉพาะกลุ่มนักศึกษา งดกิจกรรมและการเดินทาง อยู่บ้านให้มากที่สุด ลดการแพร่และติดเชื้อในครอบครัว,"['นักศึกษา', 'โรคไวรัสโควิด19', 'โควิด19', 'covid19', 'ไวรัสโคโรนา', 'โรคติดเชื้อไวรัสโคโรนา2019', 'กรมควบคุมโรค', 'กระทรวงสาธารณสุข', 'ไทยรู้สู้โควิด']"
1382023176733954050,prang_babyworld,2021-04-14,00:29:36,,ผล = รอผล จ้า หวังว่าจะรอดนะเรา,['โควิด19']
1382022319850156032,2021cheesetoast,2021-04-14,00:26:12,,ทำไมวัคซีนของไทยเราช้าจังคะ หรือยังไงให้ติดกันทุกคนแล้วจะได้มีภูมิคุ้มกันงี้เหรอ,['โควิด19']
1382022034151022592,bangkokinsight,2021-04-14,00:25:04,,แนะมาตรการ ผู้สัมผัสเสี่ยงสูง กักตัว วัน ตรวจโควิด รอบ,"['thebangkokinsight', 'โควิด', 'โควิด19', 'ผู้สัมผัสเสี่ยงสูง', 'กักตัว', 'ตรวจโควิด']"
1382021759734583297,shinnypimlapas,2021-04-14,00:23:58,,รัฐไทยเหมือนเจอ โควิด คือมึงไม่เรียนรู้อะไรเลยกับการจัดการโควิดตลอดปีกว่าที่ผ่านมา,"['โควิด19', 'โควิด', 'รัฐไทย']"
1382021315914199043,addictx13,2021-04-14,00:22:13,,นี่พูดตรงๆนะ โควิดรอบนี้ระบาดหนักเพราะคนเห็นแก่ตัวไม่รับผิดชอบต่อสังคมล้วนๆเลย ลำบากคนหาเช้ากินค่ำมาก จากที่เขากำลังจะลืมตาอ้าปากได้ กลับต้องมาเริ่มที่ ใหม่อีก บางคนเห็นพอเที่ยวอะเที่ยวได้ พอติดมาโวยวายเรียกร้องความเห็นใจ คนที่ควรเห็นใจคือคนที่เขาแย่กว่าคุณหรือเปล่าอะ,['โควิด19']
1382020953891201027,kookuestore,2021-04-14,00:20:46,,รับตัวแทนจำหน่ายฟรี ขายเฉพาะ สติ๊กเกอร์อิโมจิธีมเมโลดี้ รายได้ตามความขยัน ไม่จำกัดจำนวน ไม่มีค่าสมัคร เรทถูกกว่าหน้าร้าน ไม่รับเติมเหรียญน้า,"['สติ๊กเกอร์ไลน์', 'ธีมไลน์ราคาถูก', 'รับตัวแทนจําหน่าย', 'โควิด19', 'สติ๊กเกอร์ไลน์ราคาถูก']"
1382020923016978434,morejern,2021-04-14,00:20:39,,จริงๆรัฐบาลต้องการให้คนเป็นโควิดเยอะๆ จนมีภูมิขึ้นมาเอง เพื่อประหยัดค่าวัคซีน,"['มุขการเมือง', 'โควิด19']"
1382020840229793792,drarunee_ying,2021-04-14,00:20:19,,ใครจะเชื่อว่าเลือกความสงบจบที่ลุงตู่ มันจะขนาดนี้จริงๆร้านที่ปิดคือคนตกงาน หมายถึงครอบครัวที่จะขาดรายได้ รอรัฐเยียวยาด้วยการกู้มา คนที่ยังเชียร์รัฐบาลนี้อยู่คุณใจดำมากบอกตรงนี้เลยว่า ยอดปิรามิดไม่สามารถอยู่ได้ถ้าขาดฐานล่าง ถึงอย่างไรมันก็จะพังลงมาทั้งหมด,"['ตลาดนัดรถไฟ', 'โควิด19']"
1382020758763761664,thansettakij,2021-04-14,00:20:00,,นายกฯ อนุมัติส่วนราชการ,"['โควิด19', 'covid19', 'ฐานเศรษฐกิจ']"
1382020758189133824,pandabong93,2021-04-14,00:20:00,,สำหรับพวกๆของรัฐบาลชุดนี้นะ สิ่งที่เธอจะขอแล้วฉันจะให้ได้ คือขอให้ไปร่วมงานศพพวกเธออ่ะ ส่วนเรื่องอื่นขอไม่ได้แล้วค่ะเธอขาาาา,"['โควิด19', 'รัฐบาลส้นตีน', 'รัฐบาลเฮงซวย']"
1382020186560110592,siamrath_online,2021-04-14,00:17:43,,วิวัฒน์ ศัลยกำธร ชี้วิกฤติโควิด ดึงคนไทยหันมองจุดแข็ง แนะศึกษา ลงมือทำ ตาม ศาสตร์พระราชา,"['สยามรัฐ', 'siamrathonline', 'สยามรัฐออนไลน์', 'ข่าววันนี้', 'โควิด19', 'covid19', 'โควิดวันนี้', 'ศาสตร์พระราชา']"
1382112161980313601,thaimoph,2021-04-14,06:23:12,,สถานการณ์ทั่วโลก วันที่ เมษายน เวลา น. ผู้ป่วยยืนยัน ราย กลับบ้านแล้ว ราย ยังรักษาใน รพ. ราย เสียชีวิต ราย อย่าลืมสวมหน้ากาก รักษาระยะห่าง หมั่นล้างมือ เช็คชื่อในไทยชนะ และหมอชนะ นะคะ,"['โควิด', 'covid19']"
1382099601310633986,put_call_dw,2021-04-14,05:33:17,,ขอแค่ได้ผลาญงบก็พอ ไม่สนอะไรทั้งนั้น,"['โควิด', 'รัฐบาลส้นตีนคนเชียร์ก็ส้นตีน']"
1382092459333795842,_phaer,2021-04-14,05:04:54,,เบื่อโควิด อยู่บ้านยาวๆ ให้น้ำหนักขึ้นไปอีก ล่าสุดคือเสื้อผ้าที่มีก็เริ่มฟิต,"['โควิด', 'กินนอน', 'อ้วน']"
1382064649793728514,tanatpong_news,2021-04-14,03:14:24,,อัพเดท จว. กักตัวนะ เพิ่มสุรินทร์เข้ามาตอน . น. ของ เม.ย.,['โควิด']
1382051007962570752,hortaewtak,2021-04-14,02:20:12,,มึงมั่วแล้ว ปกติในทางวิทยาศาสตร์ มึงไม่สามารถพูดได้ว่า ยิ่งเรื่องโควิด ยิ่งไปกันใหญ่ มึงมั่วมาก,"['โควิด', 'โควิดวันนี้', 'รัฐบาลส้นตีนคนเชียร์ก็ส้นตีน']"
1382048017159626758,imyoursgxs,2021-04-14,02:08:19,,มีญาติที่เรียนอยู่ในพื้นที่เสี่ยงกลับบ้านที่ตจว. ก่อนกลับก็ได้ตรวจโควิดแล้วเอาผลมาโชว์ว่าไม่มีเชื้อ พอถึงตจว.ก็ตั้งวงกินเหล้า ออกไปนั่นนี่ แล้วแถวนั้นไม่ค่อยใส่แมส ในทางกลับกัน คนที่เมคชัวร์ว่าตัวเองติดคือตรวจกันหลายรอบกว่าจะรู้ผล,['โควิด']
1382037846324772864,praveenmisser,2021-04-14,01:27:54,,เมื่อไหร่จะ เคอร์ฟิววะ แมร่งคนในซอย ไม่ใส่แมสซักคน เต้นกัน ร้องเพลงกัน ไม่กลัวเหี้ยไรกันเลย ไอแม่เยส,['โควิด']
1382037126703845382,kch_mook,2021-04-14,01:25:02,,ไปทำงานและตั้งคำถามกับตัวเองทุกวันว่า ติดยังวะ,['โควิด']
1382035745079136257,puzzleph,2021-04-14,01:19:33,,มีใครได้หน้ากากอนามัยฟรีจากรัฐบาลบ้างอ่ะ,['โควิด']
1382032067475562497,forestg74079058,2021-04-14,01:04:56,,งั้นถ้ากูติดโควิด ขออวดแค่ วันที่อยากอวดก็พอนะ แล้วขอไม่ใช้เทมเพลทของ ก.สาสุข ด้วย เดี๋ยวไปสั่งลูกน้องทำให้ จะใส่ตัวการ์ตูนมุ้งมิ้งด้วย อ้อ... ลืม กูไม่มีลูกน้อง,"['โควิด', 'รัฐบาลส้นตีนคนเชียร์ก็ส้นตีน']"
1382030568762662914,jikjikfaii,2021-04-14,00:58:59,,มีใครแนะนำประกันโควิดที่เจอจ่ายจบไหม หากมีแนะนำหน่อยนะคะ อยากซื้อให้กับคนทางบ้าน,['โควิด']
1382030475582050305,whenimissyou2,2021-04-14,00:58:36,,ดิชั้นเจอสิ่งนี้,"['แจ้งเตือนการสัมผัสเชื้อ', 'โควิด']"
1382029491711606791,bimwzq6xgo5qt9f,2021-04-14,00:54:42,,ตอนแรกวาง ทริปเที่ยว ตอนนี้ทำได้แค่ เที่ยวทิพย์,"['โควิด', 'ไอตัวร้าย', 'เพชรบุรี', 'คนเหงา', 'เฉาเพราะโควิด']"
1382025741915738112,flora_dip,2021-04-14,00:39:48,,ตัวอย่างสลิ่มที่สิ้นหวังกับประยุทธ์ ตามสาระแนชีวิตธนาธรไม่หยุด ไปเสือกอะไรกับเค้าว่ะ เค้าถูกตัดสิทธิ์การเมือง ปี มึงจะให้เค้าทำอะไรให้มึง อีควาย ทำไมไม่ดูแลตัวเอง เริ่มที่ตัวเองล่ะไอ้สัส,['โควิด']
1382025484058300416,ibehindu,2021-04-14,00:38:46,,เหมือน ที่จากศึกษาล่าสุด แม้แต่ ก็ให้ฉีดเฉพาะอายุ &; หลายปท.ให้ฉีดอายุเฉพาะอายุ &; เพราะปัญหา สัมพันธ์กับอายุน้อย ดังนั้นหากอายุน้อยแข็งแรงดี แล้วต้องเสี่ยงตายจากวัคซีนในอัตราไล่เลี่ยกับเสี่ยงตายจาก,['โควิด']
1382025071942770690,enususa,2021-04-14,00:37:08,,#โควิด รอบนี้ฉันกักตัวอยู่กับ,['โควิด']
1382023229858926592,ibehindu,2021-04-14,00:29:49,,เห็นคนบอกว่าฉีด ล้านเจอ คน ก็ ในล้าน ถือว่าความเสี่ยงต่ำมาก อันนี้ไม่ถูกเสียทีเดียว วัคซีน,['โควิด']
1382021435766415365,numpp7,2021-04-14,00:22:41,,ใครได้ฉีดวัคซีนควรฉีด เห็นใจบุคลากรการแพทย์บางวิชาชีพที่ถูกมองข้ามบ้างงง,['โควิด']
1382019382579097600,bowii0912,2021-04-14,00:14:32,,ขออนุญาตฝากค่ะ รวมแผนประกันโควิด เลือกได้หลายที่ถูกใจสมัครออนไลน์ รับกรมธรรม์ภายในชม คลิ๊ก&;&;,"['โควิด19', 'covid19', 'โควิด', 'โควิดวันนี้', 'ประกันโควิด', 'ประกันโควิด19']"
1382017845102436361,thaich8news,2021-04-14,00:08:25,,เป็นกำลังใจให้ เจ้าหน้าที่โรงพยาบาลปากช่อง คืนนี้ จนท. คงยังไม่ได้นอน ต้องเตรียมความพร้อมรับมือโควิด ช่วงวันหยุดสงกรานต์นี้ คงไม่ได้หยุด ขอบคุณภาพ สำนักงานประชาสัมพันธ์จังหวัดนครราชสีมา,"['โควิด', 'ข่าวช่อง8', 'ข่าวช่อง8ครบเครื่องเคียงข้าง', 'ใครๆก็ดูช่อง8กดเลข27']"
1382015876547768323,got7shoes88,2021-04-14,00:00:36,,พร้อมส่งแมสสีดำล้วนสีขาว แพคมี ชิ้น าคา ฿ แพค ฿ค่าส่ง ฿ กรอง ชั้น ให้แมสเราได้ดูแลคุณ#แมส,"['แมส', 'หน้ากากอนามัย', 'เราชนะออนไลน์', 'แมสดำ', 'โควิด19', 'โควิด', 'โควิดทองหล่อ']"
1382015026068787202,hortaewtak,2021-04-13,23:57:13,,ทหารไทยแม่งโง่จริง หรือตั้งงบเพื่อแดกกันวะ ฉีดยาฆ่าเชื่้อโควิดตามแนวชายแดนไทยพม่า หรือมันทั้งโง่ทั้งโกง น่าจะเป็นอย่างหลัง เครดิต ศาสดา,"['รัฐบาลส้นตีนคนเชียร์ก็ส้นตีน', 'โควิด', 'โควิดวันนี้']"
1382014467974696960,thematterco,2021-04-13,23:55:00,,วัคซีน &; หนึ่งในวัคซีนที่ไทยขึ้นทะเบียนไว้ กำลังถูกทางการสหรัฐฯ ระงับการฉีดลงชั่วคราว หลังเกิดลิ่มเลือดในร่างกายผู้ป่วย ราย อ่านต่อที่,"['covid19', 'โควิด', 'โควิด19']"
1382014050792472577,khunair,2021-04-13,23:53:20,,จะคอยดูนะว่าจะมีดารา เซเลป นักการเมือง ไฮโซ ไม่มีเตียงในรพแล้วได้นอนโรงบาลสนามบ้าง,['โควิด']
1382013805769580545,studiotianaa,2021-04-13,23:52:22,,แหวนจากหินนำโชค หินมงคล •เป็นหินแห่งการปกป้อง คุ้มครอง ช่วยปัดเป่าสิ่งไม่ดี ราคา บาท ส่งฟรีค่า ขนาด มิล,"['ตลาดนัดบังทัน', 'ตลาดนัดexo', 'ตลาดนัดnct', 'bbrightvc', 'winmetawim', 'ป๋อจ้าน', 'โควิด', 'เคอแพท', 'ตลาดนัดtreasure', 'วันทองep14', 'วันทอง', 'คิดถึงนะบกพพ']"
1382011378639142912,kapookdotcom,2021-04-13,23:42:43,,อัปเดตรายชื่อคนบันเทิงติดโควิด,"['ปรางเดอะวอยซ์', 'บุ๊คlabis', 'covid19', 'โควิด19', 'โควิด', 'ดาราติดโควิด19', 'kapook']"
1382008666258214920,xchangeenglish,2021-04-13,23:31:57,,ประกาศด่วน ศูนย์สอบ,"['toeic', 'โควิด', 'โควิด19', 'โควิดวันนี้']"
1382007493975404546,jmejao7qea3n9ph,2021-04-13,23:27:17,,#โคสาวเมืองนนท์ ช่วยพี่ข้างบ้านย้ายของ แล้วดื่มน้ำแก้วเดียวกัน ไม่กี่วันต่อมาทราบว่าพี่คนดังกล่าวติดเชื้อ จึงรีบไปตรวจ,"['โคสาวเมืองนนท์', 'pptvhd36', 'pptvnews', 'ช่อง36', 'โควิด', 'โควิด19', 'ไวรัสโคโรนา', 'covid19', 'นนทุบรี', 'โควิดนนทบุรี', 'ข่าวโควิด', 'โควิดวันนี้วิด19']"
1382007007197077505,saranaekakuay,2021-04-13,23:25:21,,คือกูไม่ได้อยากรู้ค่ะว่าใครติดบ้าง ไม่สนหน้าดาราคนไหนทั้งนั้น อยากรู้ว่าวัคซีนนี่มันยังไง ร้าบานทำอะไรอยู่บ้าง จะได้ตายกันหมดไหมคะ ไม่ใช่ติดโรคตายนะคะ จนตายค่ะ ไม่มีจะแดกแล้ว,['โควิด']
1382006402239975426,tayita1237,2021-04-13,23:22:57,,ต่างชาติเข้ามาซื้อบ้านได้ ต่อไปก็คงเหมือนฮ่องกง คือคอนโดสักห้องคือแพงฉิบหาย แพงโคตรพ่อโคตรแม่กินขี้ปี้นอนในห้องแคบๆ ต่อไปคงนอนกันเป็นลิ้นชักแบบพร้อมเก็บศพอะ,"['ขายชาติ', 'ประเทศไทย', 'รัฐบาลส้นตีนคนเชียร์ก็ส้นตีน', 'สลิ่ม', 'โควิด', 'โควิด19']"
1382005763351056392,pptvhd36,2021-04-13,23:20:25,,สาวเมืองนนท์ ช่วยพี่ข้างบ้านย้ายของ แล้วดื่มน้ำแก้วเดียวกัน ไม่กี่วันต่อมาทราบว่าพี่คนดังกล่าวติดเชื้อ จึงรีบไปตรวจ,"['pptvhd36', 'pptvnews', 'ช่อง36', 'โควิด', 'โควิด19', 'ไวรัสโคโรนา', 'covid19', 'นนทุบรี', 'โควิดนนทบุรี', 'ข่าวโควิด', 'โควิดวันนี้']"
1382004258900303873,ibehindu,2021-04-13,23:14:26,,ตอนนี้ในแต่ละจังหวัดกำลังรับมือระบาด,['โควิด']
1382004034198900738,bowiekokoro,2021-04-13,23:13:32,,ซื้อ แถม . สนใจสั่งซื้อทัก สเปรย์แอลกอฮอล์ความเข้มข้น กลิ่น พีชมิ้นท์ ส้ม โอโซน ปริมาณสุทธิ . โปรถึงสิ้นเดือน เมษายนนี้,"['โควิด19', 'โควิดวันนี้', 'โควิด', 'สเปรย์แอลกอฮอลล์', 'แอลกอฮอลล์', 'สเปรย์ล้างมือ', 'สเปรย์แอลกอฮอล์พกพา']"
1382003686273019907,arwenelfice,2021-04-13,23:12:09,,อี มึ้งงงงง รพ.จุฬาลงกรณ์ ไม่เท่ากับรพ.จุฬาภรณ์ คนละที่โว้ยยยยยยยยย,['โควิด']
1382003610293170177,dfdgfd543,2021-04-13,23:11:51,,รอบนี้ไม่มีด่าคนติดโควิดหรอ อ่อ ลืมไปกูก็ไปเที่ยวแล้วติดมา,['โควิด']
1382002884833763339,nsa12316,2021-04-13,23:08:58,,#โควิด ขยะ กำลังเบี่ยงประเด็นความผิดพลาด,['โควิด']
1382002760606879749,studiotianaa,2021-04-13,23:08:29,,แหวนจากหินนำโชค หินมงคล •เป็นหินแห่งการปกป้องจากอันตราย และนำพาความสงบสุขให้แก่เจ้าของ ขับไล่พลังงานไม่ดี ราคา บาท ส่งฟรี ขนาด มิล,"['ไบร์ทวิน', 'ป๋อจ้าน', 'ตลาดนัดnct', 'ตลาดนัดอากาเซ่', 'gulfkanawut', 'บกพพ', 'เคอเเพท', 'วันทองep14', 'วันทองep13', 'โควิด']"
1382001900938088448,yloveyouchannel,2021-04-13,23:05:04,,น้าค่อมฝากถึงแฟนๆผ่านหนุ่ม กรรชัยหลังป่วยติดโควิด ทำเอาแทบไปต่อไม่เป็น,"['หนุ่มกรรชัย', 'น้าค่อม', 'โหนกระแส', 'โควิด', 'โควิด19', 'โควิดวันนี้', 'โควิดทองหล่อ', 'โควิดเชียงใหม่']"
1381999403188166656,can_nw,2021-04-13,22:55:08,,แก้ไขข้อมูล.. เม.ย. คณะเฉพาะกิจป้องกันโควิด ชี้แจง บ่ล็อกดาวน์ นครหลวงเวียงจันทน์ ยังคุมสถานการณ์โควิดได้ ไม่น่าเป็นห่วง,"['ลาว', 'โควิด']"
1381998190245777411,p_pcic,2021-04-13,22:50:19,,สอบถามค่ะ เราต้องใช้ห้องน้ำกับครอบครัวที่เสี่ยงโควิด ใครมีประสบการณ์พอมีแนวทางไหมคะ,"['โควิดวันนี้', 'โควิด', 'โควิด19']"
1381997455546281989,raweetanut,2021-04-13,22:47:24,,บ้านเราตามตัวเลขคนติด,"['โควิด', 'วัคซีนโควิด', 'ถ้าการเมืองดี', 'โควิดวันนี้', 'covid19', 'รัฐบาล', 'thailand', 'สวัสดีปีใหม่ไทย']"
1381997220359114755,kcltv,2021-04-13,22:46:28,,คนที่เป็นโรคซึมเศร้า โรคจิตเภท โรคไบโพลาร์ คือมันเป็นโรค มันเป็นการเจ็บป่วยอย่าไปตีตราว่า เขาเป็นคนนิสัยไม่ดี อ่อนแอ ขี้เกียจหรือว่าไม่รับผิดชอบ รับชมที่,"['โควิด', 'โควิดทองหล่อ', 'โควิด19', 'โควิดวันนี้', 'ศบค']"
1381996851063324674,ejannews,2021-04-13,22:45:00,,อช.แก่งกระจาน ประกาศปิดด่าน กจ. มะเร็ว หรือ ด่านตรวจเข้าบ้านโป่งลึกบางกลอย หลังจากที่,"['เอ้thevoice', 'โควิด']"
1381996729977856004,nichal3ungkee,2021-04-13,22:44:31,,มาเพิ่มอีกราย ปราง ปรางทิพย์ เผย ติดเชื้อโควิด หลังเข้าตรวจรอบ สยามรัฐ,"['สยามรัฐ', 'ปรางทิพย์', 'โควิด19', 'โควิด', 'โควิดวันนี้', 'covid19', 'covid19', 'ดาราติดโควิด', 'ดาราติดโควิด19', 'ปรางปรางทิพย์']"
1381995638108221443,kukikuki45,2021-04-13,22:40:11,,สีขาวหลุดจอง กล่อง พร้อมส่ง‼ ทางการแพทย์ ผลิตในไทย งานตัวดังตระกูล สีขาว ใช้ใน รพ. กรองสารคัดหลั่ง ละอองฝอย . ได้ สายเย็บด้านหลัง นุ่มมาก =฿ ส่งฟรี =฿ ส่งฟรี,"['หน้ากากอนามัย', 'หน้ากากอนามัยพร้อมส่ง', 'โควิด', 'โควิด19', 'โควิดวันนี้']"
1381994547803090944,jin_somroutai,2021-04-13,22:35:51,,เห็นด้วยอย่างยิ่งค่ะ . นายโกศลวัฒน์ รองอธิบดีอัยการฯ เสนอ เอาผิดคนติดเชื้อโควิดที่ขึ้นเครื่องกลับนครฯทั้งที่รู้ว่าตัวเองติดเชื้อ .,"['โควิดนครศรีธรรมราช', 'โควิด']"
1381993774016962561,kcltv,2021-04-13,22:32:46,,สุขภาพจิตมีความสำคัญคู่ขนานกับสถานการณ์การระบาดของโควิด พญ.อภิสมัย รับชมที่,"['โควิด', 'โควิด19', 'โควิดวันนี้', 'โควิดทองหล่อ']"
1381993077636804609,brighttodayth,2021-04-13,22:30:00,,เปรี้ยว ทัศนียา ผลตรวจโควิดเป็นบวก ติดเชื้อโควิด อีกราย,"['เปรี้ยวทัศนียา', 'โควิด19', 'โควิด']"
1381993076537888770,ejannews,2021-04-13,22:30:00,,แจงชัด อธิบดีกรมควบคุมโรค ชี้ป่วย,['โควิด']
1381992023972999168,shxxx0412,2021-04-13,22:25:49,,ไปเห็นในกลุ่มมา ใครเจอแล้วเก็บได้อย่าลืมคืนเจ้าของนะคะ,"['ทวิตดีคนรีน้อย', 'รีวิวขอนแก่น', 'โควิด', 'โควิดวันนี้']"
1381991751779409921,pamungpichapon,2021-04-13,22:24:44,,สุขสันต์สงกรานต์,['โควิด']
1381991393493577729,plateframe_,2021-04-13,22:23:19,,มีห้างดังที่หนึ่งคนติดเชื้อไปเดินที่นั้นบ่อยมากแบบคนตอดเชื้อคนำปเดินห้างงี้แต่ห้างไม่เคยฉีดยาฆ่าเชื้อน่ะแต่ออกมาบอกว่าปลอดภัยมีการฉีดฆ่าเชื้อทุกวันฉันทำงานที่นั้นคือเขาตอแหลจ้า,['โควิด']
1381991142892298242,monanoma1,2021-04-13,22:22:19,,ส่งทุกวัน ไม่มีหยุด กล่องส่งฟรีแฟลช ผลิตในไทย มาตรฐาน ทุกแบรนด์ค่ะ ค่าส่ง +,"['หน้ากากอนามัยพร้อมส่ง', 'หน้ากากอนามัย', 'หน้ากากอนามัยทางการแพทย์', 'หน้ากากอนามัยราคาถูก', 'แมส', 'แมสพร้อมส่ง', 'แมสราคาถูก', 'โควิด', 'โควิด19', 'โควิดวันนี้', 'โควิดเชียงใหม่']"
1381989806289248258,notforlove8,2021-04-13,22:17:00,,ขนาดห่าบเร่แผงลอยยังขายไม่ได้ ไม่ต้องถามเลยว่าคนไทยเกินครึ่งประเทศมีเงินสดเหลือในเป๋ามากแค่ไหน,"['โควิด', 'รัฐบาลเฮงซวย', 'ไม่รู้', 'ด่าแบบเกรี้ยวกราด', 'ผนงรจตกม']"
1381988977947762693,csmcwk,2021-04-13,22:13:43,,เข้าไปเล่นกิจกรรมกันเยอะๆนะค้าบบบ,"['แจก', 'แจกฟรี', 'แจกฟรีไม่รีได้ไง', 'ordinary', 'anua', 'โทนเนอร์พี่จุน', 'ใช้ดีบอกต่อ', 'anuaampoule', 'สกินแคร์เกาหลี', 'เราชนะออนไลน์', 'ส่งต่อ', 'แจก', 'ของมันต้องมี', 'ถูกและดี', 'ม33เรารักกัน', 'บัตรสวัสดิการแห่งรัฐ', 'anuaล้านแตก', 'โควิด19', 'โควิด']"
1381988397326077953,jnc_journalist,2021-04-13,22:11:24,,เช็คเลย ไทยฉีด วัคซีนโควิด แล้วกี่รายจังหวัดไหนฉีดวัคซีนแล้วบ้าง,"['thejournalistclub', 'โควิด']"
1381988089585786885,niramon_st,2021-04-13,22:10:11,,#โควิด ตอนนี้มีหลายสายพันธ์ บ้านเราก็ไม่น้อยหน้ามีโควิดสายพันธ์ชังชาติ อาการด่ารัฐบาลทุกวัน คลั่ง ตาแดงกล่ำน้ำมูกน้ำตาไหล เพราะโดนแก๊สน้ำตา มีผื่นขึ้นตามตัว เนื่องจากเป็นขี้กลากเพราะชิงชังสถาบัน เป็นมากในหมู่เยาวชน รักษาได้ด้วยการรุมกระทืบค่ะ,"['โควิด', 'โควิด19', 'โควิดวันนี้']"
1381987511795212294,unclezzzzz,2021-04-13,22:07:53,,งง เรื่องจังหวัดที่ประกาศให้คนเข้าจังหวัดต้องกักตัว จะประกาศทำไม ในเมื่อก็ยังเห็นคนจากกรุงเทพ ขับรถไปเยี่ยมญาติ ไปรดน้ำดำหัวกัน ในจังหวัดต่างๆอยู่,"['กักยังไงวะ', 'โควิด19', 'โควิด']"
1381986703557099524,alindaja,2021-04-13,22:04:40,,สาระเลยคะ กรมการแพทย์ระบุ ผู้ติดเชื้อ,['โควิด']
1381986127502925831,spicyjell,2021-04-13,22:02:23,,ไทม์ไลน์ค่ะ เราเห็นในไอจี ใครไปแถวอนุเสาวรีย์เซนจูรี่ กักตัวด้วยนะคะ,"['โควิด19', 'โควิด', 'โควิดวันนี้']"
1381985462965792768,fightinprocess,2021-04-13,21:59:45,,เมื่อจ่าแชร์โพสขอบริจาค เอนเนอร์จี้ชาวเน็ตปัจจุบัน หนูงบไปไหนหมด,"['โควิด', 'รัฐบาลส้นตีนคนเชียร์ก็ส้นตีน', 'เรามีรัฐบาลไว้ทำไม']"
1381985221411700738,kom_chad_luek,2021-04-13,21:58:47,,ให้ภาพเล่าเรื่อง เบื้องหลังบุคลากรทางแพทย์รพ.ปากช่อง ลุยตรวจโควิด วันติด,"['ข่าววันนี้', 'บุคลากรทางแพทย์', 'โควิด']"
